layer,example_id,baseline_mc_entropy,baseline_conf_signal,intervention_type,direction,alpha,post_mc_entropy,post_conf_signal,delta_mc_entropy,delta_conf_signal
0,23,0.373685747385025,0.902506536245346,ablation,entropy,ablate,0.3703397810459137,0.9023366972804069,-0.003345966339111328,-0.00016983896493916184
0,23,0.373685747385025,0.902506536245346,ablation,confidence,ablate,0.37366119027137756,0.9016733244061469,-2.4557113647460938e-05,-0.000833211839199155
0,23,0.373685747385025,0.902506536245346,ablation,random,ablate,0.3736642301082611,0.9016154542565346,-2.1517276763916016e-05,-0.0008910819888114929
0,24,0.0017127839382737875,0.7784109458327293,ablation,entropy,ablate,0.0016833057161420584,0.7787453472614287,-2.9478222131729126e-05,0.000334401428699449
0,24,0.0017127839382737875,0.7784109458327293,ablation,confidence,ablate,0.0016813701950013638,0.7784109458327293,-3.1413743272423744e-05,0.0
0,24,0.0017127839382737875,0.7784109458327293,ablation,random,ablate,0.0016944007948040962,0.7787453576922415,-1.8383143469691277e-05,0.0003344118595122181
0,25,0.0010300308931618929,0.7173298746347427,ablation,entropy,ablate,0.001028090133331716,0.719019703567028,-1.9407598301768303e-06,0.0016898289322853088
0,25,0.0010300308931618929,0.7173298746347427,ablation,confidence,ablate,0.0010447929380461574,0.7178722009062766,1.4762044884264469e-05,0.0005423262715338328
0,25,0.0010300308931618929,0.7173298746347427,ablation,random,ablate,0.0010300308931618929,0.7180064385135968,0.0,0.000676563878854064
0,26,0.4333575367927551,0.6225112915039063,ablation,entropy,ablate,0.4327787458896637,0.6223983764648438,-0.0005787909030914307,-0.0001129150390625222
0,26,0.4333575367927551,0.6225112915039063,ablation,confidence,ablate,0.43662869930267334,0.6227833747863768,0.003271162509918213,0.0002720832824705255
0,26,0.4333575367927551,0.6225112915039063,ablation,random,ablate,0.4316912889480591,0.6224648793538412,-0.001666247844696045,-4.641215006506716e-05
0,27,0.00030238227918744087,0.9340105265378952,ablation,entropy,ablate,0.0003016630944330245,0.9342305228114127,-7.191847544163465e-07,0.00021999627351754203
0,27,0.00030238227918744087,0.9340105265378952,ablation,confidence,ablate,0.0003067135694436729,0.9340133816003799,4.331290256232023e-06,2.8550624847634154e-06
0,27,0.00030238227918744087,0.9340105265378952,ablation,random,ablate,0.0002996425804061194,0.9340355743964514,-2.739698781321464e-06,2.5047858556170866e-05
0,28,0.27931833267211914,0.5075295448303222,ablation,entropy,ablate,0.27931833267211914,0.5079756736755371,0.0,0.00044612884521488816
0,28,0.27931833267211914,0.5075295448303222,ablation,confidence,ablate,0.27931833267211914,0.5089744567871094,0.0,0.0014449119567871982
0,28,0.27931833267211914,0.5075295448303222,ablation,random,ablate,0.28040508429209393,0.507914129892985,0.0010867516199747906,0.0003845850626628122
0,29,0.006039053667336702,0.6973357558250427,ablation,entropy,ablate,0.006064977031201124,0.6978068649768829,2.5923363864421844e-05,0.00047110915184023217
0,29,0.006039053667336702,0.6973357558250427,ablation,confidence,ablate,0.006064977031201124,0.6979498773813247,2.5923363864421844e-05,0.0006141215562820435
0,29,0.006039053667336702,0.6973357558250427,ablation,random,ablate,0.0060285222716629505,0.6971492320299149,-1.0531395673751831e-05,-0.00018652379512784645
0,30,0.0005126840551383793,0.6197924941778182,ablation,entropy,ablate,0.0005253058043308556,0.6190987452864647,1.2621749192476273e-05,-0.0006937488913535406
0,30,0.0005126840551383793,0.6197924941778182,ablation,confidence,ablate,0.0005126840551383793,0.6188612073659897,0.0,-0.0009312868118285245
0,30,0.0005126840551383793,0.6197924941778182,ablation,random,ablate,0.0005170805379748344,0.6205782786011694,4.396482836455107e-06,0.000785784423351199
0,31,0.0008167130290530622,0.6905777364969253,ablation,entropy,ablate,0.0008160092984326184,0.6918372362852097,-7.03730620443821e-07,0.001259499788284324
0,31,0.0008167130290530622,0.6905777364969253,ablation,confidence,ablate,0.0008281884947791696,0.6914994046092032,1.1475465726107359e-05,0.0009216681122778958
0,31,0.0008167130290530622,0.6905777364969253,ablation,random,ablate,0.0008285575895570219,0.6916479895512261,1.1844560503959656e-05,0.0010702530543007516
0,32,0.0028209127485752106,0.5303567886352538,ablation,entropy,ablate,0.002797044813632965,0.5317286491394043,-2.3867934942245483e-05,0.0013718605041505016
0,32,0.0028209127485752106,0.5303567886352538,ablation,confidence,ablate,0.0028209127485752106,0.5309877395629883,0.0,0.0006309509277344638
0,32,0.0028209127485752106,0.5303567886352538,ablation,random,ablate,0.002807769924402237,0.5304985682169595,-1.3142824172973633e-05,0.00014177958170569216
0,33,0.01060150284320116,0.6830423340201377,ablation,entropy,ablate,0.010606670752167702,0.683260767161846,5.16790896654129e-06,0.00021843314170832961
0,33,0.01060150284320116,0.6830423340201377,ablation,confidence,ablate,0.010602086782455444,0.6823287680745124,5.83939254283905e-07,-0.0007135659456253274
0,33,0.01060150284320116,0.6830423340201377,ablation,random,ablate,0.010699130594730377,0.6829410051306088,9.762775152921677e-05,-0.00010132888952885111
0,34,0.0010531488806009293,0.6090967997908592,ablation,entropy,ablate,0.0010363522451370955,0.6081094428896904,-1.679663546383381e-05,-0.000987356901168801
0,34,0.0010531488806009293,0.6090967997908592,ablation,confidence,ablate,0.0010378058068454266,0.6092018827795982,-1.53430737555027e-05,0.00010508298873901367
0,34,0.0010531488806009293,0.6090967997908592,ablation,random,ablate,0.0010430602123960853,0.6087291831771532,-1.0088668204843998e-05,-0.00036761661370598997
0,35,5.8497160352999344e-05,0.6420816019177437,ablation,entropy,ablate,5.9287242038408294e-05,0.6423844516277313,7.900816854089499e-07,0.0003028497099876182
0,35,5.8497160352999344e-05,0.6420816019177437,ablation,confidence,ablate,5.879970922251232e-05,0.6421540051698685,3.025488695129752e-07,7.24032521248752e-05
0,35,5.8497160352999344e-05,0.6420816019177437,ablation,random,ablate,5.96018107898999e-05,0.6416258335113524,1.104650436900556e-06,-0.000455768406391277
0,36,1.2732880115509033,0.26524658203125,ablation,entropy,ablate,1.2743117809295654,0.26549072265624996,0.0010237693786621094,0.0002441406249999445
0,36,1.2732880115509033,0.26524658203125,ablation,confidence,ablate,1.2719690799713135,0.26524658203125,-0.0013189315795898438,0.0
0,36,1.2732880115509033,0.26524658203125,ablation,random,ablate,1.2711161772410076,0.2643641153971354,-0.0021718343098957593,-0.0008824666341146203
0,37,0.36644822359085083,0.7747757315635682,ablation,entropy,ablate,0.3663225769996643,0.7747757434844971,-0.00012564659118652344,1.1920928910669204e-08
0,37,0.36644822359085083,0.7747757315635682,ablation,confidence,ablate,0.3663225769996643,0.7729129940271378,-0.00012564659118652344,-0.0018627375364304033
0,37,0.36644822359085083,0.7747757315635682,ablation,random,ablate,0.3685503800710042,0.773785928885142,0.002102156480153383,-0.0009898026784261882
0,38,1.1598892211914062,0.4453521728515624,ablation,entropy,ablate,1.1598892211914062,0.446759033203125,0.0,0.0014068603515625666
0,38,1.1598892211914062,0.4453521728515624,ablation,confidence,ablate,1.1591355800628662,0.44575805664062496,-0.0007536411285400391,0.0004058837890625333
0,38,1.1598892211914062,0.4453521728515624,ablation,random,ablate,1.159828503926595,0.4463602701822917,-6.071726481127193e-05,0.0010080973307292629
0,39,0.007620017044246197,0.43057403564453123,ablation,entropy,ablate,0.007508300710469484,0.4324607849121094,-0.00011171633377671242,0.0018867492675781472
0,39,0.007620017044246197,0.43057403564453123,ablation,confidence,ablate,0.007537167984992266,0.43101196289062493,-8.284905925393105e-05,0.0004379272460937056
0,39,0.007620017044246197,0.43057403564453123,ablation,random,ablate,0.00748628315826257,0.4307698567708333,-0.00013373388598362634,0.00019582112630206483
0,40,0.0013585810083895922,0.7641643092036247,ablation,entropy,ablate,0.001320578739978373,0.7644806757569312,-3.800226841121912e-05,0.0003163665533065796
0,40,0.0013585810083895922,0.7641643092036247,ablation,confidence,ablate,0.0013433484127745032,0.764165699481964,-1.523259561508894e-05,1.3902783393415774e-06
0,40,0.0013585810083895922,0.7641643092036247,ablation,random,ablate,0.0013473790992672245,0.7635222171743711,-1.1201909122367628e-05,-0.0006420920292535826
0,41,0.019501566886901855,0.693792726099491,ablation,entropy,ablate,0.01934867538511753,0.6929996594786644,-0.00015289150178432465,-0.0007930666208266768
0,41,0.019501566886901855,0.693792726099491,ablation,confidence,ablate,0.01923898421227932,0.6930218964815139,-0.0002625826746225357,-0.0007708296179771423
0,41,0.019501566886901855,0.693792726099491,ablation,random,ablate,0.019350017110506695,0.6932013009985288,-0.0001515497763951608,-0.0005914251009622173
0,42,0.004662400111556053,0.4520454406738281,ablation,entropy,ablate,0.00484099518507719,0.45176773071289056,0.00017859507352113724,-0.0002777099609375666
0,42,0.004662400111556053,0.4520454406738281,ablation,confidence,ablate,0.004762941971421242,0.45268707275390624,0.0001005418598651886,0.0006416320800781139
0,42,0.004662400111556053,0.4520454406738281,ablation,random,ablate,0.004667042754590511,0.45212020874023434,4.64264303445816e-06,7.47680664062167e-05
0,43,1.0578477382659912,0.182440185546875,ablation,entropy,ablate,1.061776876449585,0.18245620727539064,0.00392913818359375,1.6021728515641653e-05
0,43,1.0578477382659912,0.182440185546875,ablation,confidence,ablate,1.0578477382659912,0.18271255493164062,0.0,0.00027236938476563055
0,43,1.0578477382659912,0.182440185546875,ablation,random,ablate,1.0585580666859944,0.18249969482421877,0.0007103284200031812,5.9509277343772204e-05
0,44,0.004987017251551151,0.46391372680664056,ablation,entropy,ablate,0.005161365959793329,0.4656505584716797,0.00017434870824217796,0.0017368316650391291
0,44,0.004987017251551151,0.46391372680664056,ablation,confidence,ablate,0.005033494438976049,0.4651088714599609,4.647718742489815e-05,0.0011951446533203236
0,44,0.004987017251551151,0.46391372680664056,ablation,random,ablate,0.0050196161804099875,0.4641564687093099,3.25989288588362e-05,0.00024274190266931894
0,45,0.00035388002288527787,0.5457920983433723,ablation,entropy,ablate,0.0003709088487084955,0.5473009005188941,1.702882582321763e-05,0.0015088021755218506
0,45,0.00035388002288527787,0.5457920983433723,ablation,confidence,ablate,0.0003640694485511631,0.5480185776948928,1.018942566588521e-05,0.0022264793515205383
0,45,0.00035388002288527787,0.5457920983433723,ablation,random,ablate,0.0003548121409645925,0.5472612589597702,9.321180793146473e-07,0.001469160616397902
0,46,0.7140553593635559,0.5593362808227539,ablation,entropy,ablate,0.7168594002723694,0.5601026058197022,0.0028040409088134766,0.0007663249969482866
0,46,0.7140553593635559,0.5593362808227539,ablation,confidence,ablate,0.7183459401130676,0.5606624126434326,0.004290580749511719,0.0013261318206787553
0,46,0.7140553593635559,0.5593362808227539,ablation,random,ablate,0.7159247199694315,0.5595889568328857,0.001869360605875614,0.00025267601013179153
0,47,1.26810884475708,0.353369140625,ablation,entropy,ablate,1.26810884475708,0.3535858154296875,0.0,0.0002166748046874556
0,47,1.26810884475708,0.353369140625,ablation,confidence,ablate,1.2675851583480835,0.35358123779296874,-0.000523686408996582,0.0002120971679687167
0,47,1.26810884475708,0.353369140625,ablation,random,ablate,1.26810884475708,0.35326232910156247,0.0,-0.00010681152343755551
0,48,0.6110272407531738,0.575153112411499,ablation,entropy,ablate,0.6110272407531738,0.575153112411499,0.0,0.0
0,48,0.6110272407531738,0.575153112411499,ablation,confidence,ablate,0.6097469329833984,0.5740995168685913,-0.0012803077697753906,-0.001053595542907737
0,48,0.6110272407531738,0.575153112411499,ablation,random,ablate,0.6109064817428589,0.5748265484968821,-0.0001207590103149414,-0.0003265639146169397
0,49,0.0005125449388287961,0.8217436209321021,ablation,entropy,ablate,0.0005199064034968615,0.8231467425823211,7.3614646680653095e-06,0.0014031216502190524
0,49,0.0005125449388287961,0.8217436209321021,ablation,confidence,ablate,0.0005190925439819694,0.8217434510588646,6.547605153173208e-06,-1.6987323747663652e-07
0,49,0.0005125449388287961,0.8217436209321021,ablation,random,ablate,0.0005145151323328415,0.822050467133522,1.970193504045371e-06,0.00030684620141996355
0,50,0.00015100953169167042,0.5868922859430312,ablation,entropy,ablate,0.00015469719073735178,0.5883839130401611,3.6876590456813574e-06,0.0014916270971299106
0,50,0.00015100953169167042,0.5868922859430312,ablation,confidence,ablate,0.00015469719073735178,0.5874393045902252,3.6876590456813574e-06,0.0005470186471939753
0,50,0.00015100953169167042,0.5868922859430312,ablation,random,ablate,0.00015069697595511874,0.5868747701247533,-3.125557365516731e-07,-1.7515818277913375e-05
0,51,0.00019796744163613766,0.5424499183893203,ablation,entropy,ablate,0.0001977164502022788,0.5431146115064621,-2.5099143385887146e-07,0.0006646931171417902
0,51,0.00019796744163613766,0.5424499183893203,ablation,confidence,ablate,0.000192710998817347,0.5423954516649246,-5.256442818790674e-06,-5.446672439568534e-05
0,51,0.00019796744163613766,0.5424499183893203,ablation,random,ablate,0.00019756321368428567,0.5424175937970479,-4.042279518519929e-07,-3.232459227242579e-05
0,52,0.10345464944839478,0.4647737264633179,ablation,entropy,ablate,0.10345464944839478,0.46477395296096796,0.0,2.26497650079871e-07
0,52,0.10345464944839478,0.4647737264633179,ablation,confidence,ablate,0.10330389440059662,0.46491173505783084,-0.00015075504779815674,0.00013800859451296166
0,52,0.10345464944839478,0.4647737264633179,ablation,random,ablate,0.10297070691982906,0.4647730906804403,-0.00048394252856572006,-6.357828775671592e-07
0,53,0.699015200138092,0.5266868591308593,ablation,entropy,ablate,0.7036023139953613,0.5264751434326171,0.004587113857269287,-0.0002117156982421875
0,53,0.699015200138092,0.5266868591308593,ablation,confidence,ablate,0.7025632858276367,0.5267162322998046,0.0035480856895446777,2.9373168945245887e-05
0,53,0.699015200138092,0.5266868591308593,ablation,random,ablate,0.700802723566691,0.5272956848144531,0.0017875234285990027,0.0006088256835937722
0,54,0.00034485358628444374,0.7387317657470703,ablation,entropy,ablate,0.0003530546964611858,0.7386732697486877,8.201110176742077e-06,-5.8495998382590564e-05
0,54,0.00034485358628444374,0.7387317657470703,ablation,confidence,ablate,0.000342991785146296,0.739028850197792,-1.8618011381477118e-06,0.0002970844507216297
0,54,0.00034485358628444374,0.7387317657470703,ablation,random,ablate,0.0003440906972779582,0.7383236005902291,-7.628890064855236e-07,-0.0004081651568412781
0,55,0.006291838362812996,0.5941757202148438,ablation,entropy,ablate,0.006299747619777918,0.5958803176879883,7.909256964921951e-06,0.0017045974731445535
0,55,0.006291838362812996,0.5941757202148438,ablation,confidence,ablate,0.006127983797341585,0.594825267791748,-0.00016385456547141075,0.0006495475769042747
0,55,0.006291838362812996,0.5941757202148438,ablation,random,ablate,0.006212384595225255,0.5948433876037598,-7.945376758774093e-05,0.0006676673889159934
0,56,8.093572250800207e-05,0.8167379602789877,ablation,entropy,ablate,8.197810529964045e-05,0.8184798508882523,1.0423827916383743e-06,0.0017418906092645514
0,56,8.093572250800207e-05,0.8167379602789877,ablation,confidence,ablate,8.08945915196091e-05,0.816745115816593,-4.1130988392978907e-08,7.1555376053300535e-06
0,56,8.093572250800207e-05,0.8167379602789877,ablation,random,ablate,8.093572250800207e-05,0.8173444742957751,0.0,0.0006065140167873517
0,57,1.2443944215774536,0.5530658721923827,ablation,entropy,ablate,1.2433267831802368,0.5534976959228515,-0.0010676383972167969,0.0004318237304687944
0,57,1.2443944215774536,0.5530658721923827,ablation,confidence,ablate,1.2443944215774536,0.5532089233398437,0.0,0.00014305114746104852
0,57,1.2443944215774536,0.5530658721923827,ablation,random,ablate,1.2443944215774536,0.5524523417154947,0.0,-0.0006135304768879468
0,58,0.09856510162353516,0.310601806640625,ablation,entropy,ablate,0.09856510162353516,0.30954437255859374,0.0,-0.001057434082031239
0,58,0.09856510162353516,0.310601806640625,ablation,confidence,ablate,0.09778138995170593,0.31010742187499996,-0.0007837116718292236,-0.0004943847656250222
0,58,0.09856510162353516,0.310601806640625,ablation,random,ablate,0.09788922468821208,0.31013743082682294,-0.0006758769353230748,-0.0004643758138020426
0,59,0.0006230855360627174,0.6149056509137153,ablation,entropy,ablate,0.0006230855360627174,0.61500074416399,0.0,9.509325027468041e-05
0,59,0.0006230855360627174,0.6149056509137153,ablation,confidence,ablate,0.0006186775863170624,0.6149056509137153,-4.40794974565506e-06,0.0
0,59,0.0006230855360627174,0.6149056509137153,ablation,random,ablate,0.0006166636982622246,0.6149046972393989,-6.421837800492879e-06,-9.5367431640625e-07
0,60,0.0018282802775502205,0.5377510070800782,ablation,entropy,ablate,0.0017771939747035503,0.5381862401962281,-5.108630284667015e-05,0.00043523311614990234
0,60,0.0018282802775502205,0.5377510070800782,ablation,confidence,ablate,0.0018282802775502205,0.5381823539733886,0.0,0.00043134689331048026
0,60,0.0018282802775502205,0.5377510070800782,ablation,random,ablate,0.0018024006858468056,0.5378942886988322,-2.5879591703414917e-05,0.0001432816187539876
0,61,0.038943737745285034,0.5645124852657317,ablation,entropy,ablate,0.038943737745285034,0.5655431732535362,0.0,0.0010306879878044795
0,61,0.038943737745285034,0.5645124852657317,ablation,confidence,ablate,0.03931606933474541,0.5644798338413238,0.0003723315894603729,-3.265142440789237e-05
0,61,0.038943737745285034,0.5645124852657317,ablation,random,ablate,0.03918365761637688,0.5642760609587033,0.00023991987109184265,-0.00023642430702841555
0,62,0.0015602386556565762,0.6523313403129578,ablation,entropy,ablate,0.0015602386556565762,0.6537908107042312,0.0,0.0014594703912733653
0,62,0.0015602386556565762,0.6523313403129578,ablation,confidence,ablate,0.0015581268817186356,0.6523069009184836,-2.1117739379405975e-06,-2.4439394474162768e-05
0,62,0.0015602386556565762,0.6523313403129578,ablation,random,ablate,0.0015804304275661707,0.6527686844269435,2.0191771909594536e-05,0.0004373441139856604
