layer,example_id,baseline_mc_entropy,baseline_conf_signal,scoring_mode_mc,scoring_mode_conf,intervention_type,direction,alpha,post_mc_entropy,post_conf_signal,delta_mc_entropy,delta_conf_signal,fit_r2_mc,fit_r2_conf
0,10,0.011088701896369457,0.9499473705887794,single_token,single_token,ablation,confidence,ablate,0.011142593808472157,0.9499468073248863,5.389191210269928e-05,-5.632638930830325e-07,,
0,10,0.011088701896369457,0.9499473705887794,single_token,single_token,ablation,random,ablate,0.011117851051191488,0.9499424681067467,2.914915482203108e-05,-4.902482032775879e-06,,
0,11,0.00325932283885777,0.9497601330280303,single_token,single_token,ablation,entropy,ablate,0.003307958832010627,0.9497008755803108,4.863599315285683e-05,-5.925744771950736e-05,,
0,11,0.00325932283885777,0.9497601330280303,single_token,single_token,ablation,confidence,ablate,0.003303708042949438,0.9497594416141509,4.438520409166813e-05,-6.914138793723268e-07,,
0,11,0.00325932283885777,0.9497601330280303,single_token,single_token,ablation,random,ablate,0.0032706966158002615,0.9497266456484793,1.1373776942491531e-05,-3.348737955100045e-05,,
0,12,0.618615984916687,0.8782962545752524,single_token,single_token,ablation,entropy,ablate,0.6224260330200195,0.8787884399294854,0.0038100481033325195,0.0004921853542330101,,
0,12,0.618615984916687,0.8782962545752524,single_token,single_token,ablation,confidence,ablate,0.6208860874176025,0.8782697170972824,0.0022701025009155273,-2.6537477969990064e-05,,
0,12,0.618615984916687,0.8782962545752524,single_token,single_token,ablation,random,ablate,0.6195436716079712,0.8783168708284695,0.0009276866912841797,2.0616253217142777e-05,,
0,13,0.0033729698043316603,0.9482583671808242,single_token,single_token,ablation,entropy,ablate,0.0034415803384035826,0.9481477305293082,6.86105340719223e-05,-0.0001106366515160051,,
0,13,0.0033729698043316603,0.9482583671808242,single_token,single_token,ablation,confidence,ablate,0.0033868891187012196,0.9482577815651893,1.3919314369559288e-05,-5.856156349848263e-07,,
0,13,0.0033729698043316603,0.9482583671808242,single_token,single_token,ablation,random,ablate,0.0033563232670227685,0.9482910831769306,-1.664653730889176e-05,3.271599610632503e-05,,
0,14,0.6156364679336548,0.6229537010192872,single_token,single_token,ablation,entropy,ablate,0.6190273761749268,0.6232073783874512,0.0033909082412719727,0.0002536773681640625,,
0,14,0.6156364679336548,0.6229537010192872,single_token,single_token,ablation,confidence,ablate,0.6170642375946045,0.6216594696044921,0.001427769660949707,-0.0012942314147950107,,
0,14,0.6156364679336548,0.6229537010192872,single_token,single_token,ablation,random,ablate,0.6155709425608317,0.6218589146931967,-6.552537282311643e-05,-0.0010947863260905022,,
0,15,1.2362651824951172,0.8529768615961074,single_token,single_token,ablation,entropy,ablate,1.2376686334609985,0.8535032480955124,0.0014034509658813477,0.0005263864994049516,,
0,15,1.2362651824951172,0.8529768615961074,single_token,single_token,ablation,confidence,ablate,1.2362651824951172,0.8529688447713852,0.0,-8.016824722179017e-06,,
0,15,1.2362651824951172,0.8529768615961074,single_token,single_token,ablation,random,ablate,1.2369333108266194,0.8531355475385983,0.0006681283315022046,0.0001586859424909104,,
0,16,0.1920810490846634,0.9143358126282691,single_token,single_token,ablation,entropy,ablate,0.19131629168987274,0.914553914964199,-0.0007647573947906494,0.0002181023359298928,,
0,16,0.1920810490846634,0.9143358126282691,single_token,single_token,ablation,confidence,ablate,0.19005930423736572,0.914275574684143,-0.0020217448472976685,-6.023794412612915e-05,,
0,16,0.1920810490846634,0.9143358126282691,single_token,single_token,ablation,random,ablate,0.19098892311255136,0.9144086733460425,-0.0010921259721120291,7.286071777334868e-05,,
0,17,0.004323020577430725,0.9491564750671386,single_token,single_token,ablation,entropy,ablate,0.004363499581813812,0.9495425313711165,4.047900438308716e-05,0.0003860563039779219,,
0,17,0.004323020577430725,0.9491564750671386,single_token,single_token,ablation,confidence,ablate,0.004284754861146212,0.9491572573781013,-3.8265716284513474e-05,7.82310962677002e-07,,
0,17,0.004323020577430725,0.9491564750671386,single_token,single_token,ablation,random,ablate,0.004322059607754151,0.9495816191037495,-9.609696765737821e-07,0.0004251440366108694,,
0,18,0.0019476874731481075,0.9495039999485015,single_token,single_token,ablation,entropy,ablate,0.001942680450156331,0.949539440870285,-5.007022991776466e-06,3.544092178342506e-05,,
0,18,0.0019476874731481075,0.9495039999485015,single_token,single_token,ablation,confidence,ablate,0.0019423405174165964,0.9495412275195121,-5.346955731511116e-06,3.722757101054519e-05,,
0,18,0.0019476874731481075,0.9495039999485015,single_token,single_token,ablation,random,ablate,0.0019318662816658616,0.9495159794886906,-1.5821191482245922e-05,1.1979540189055449e-05,,
0,19,0.005015126895159483,0.9469179108738899,single_token,single_token,ablation,entropy,ablate,0.005044657737016678,0.9469175904989242,2.95308418571949e-05,-3.203749656677246e-07,,
0,19,0.005015126895159483,0.9469179108738899,single_token,single_token,ablation,confidence,ablate,0.005029937252402306,0.9472247019410133,1.4810357242822647e-05,0.0003067910671233909,,
0,19,0.005015126895159483,0.9469179108738899,single_token,single_token,ablation,random,ablate,0.005038393506159385,0.9470217714707055,2.32666109999018e-05,0.00010386059681566362,,
0,20,1.1336658000946045,0.699797897040844,single_token,single_token,ablation,entropy,ablate,1.13458251953125,0.7010153591632843,0.0009167194366455078,0.0012174621224402271,,
0,20,1.1336658000946045,0.699797897040844,single_token,single_token,ablation,confidence,ablate,1.13349187374115,0.6997926980257034,-0.00017392635345458984,-5.199015140622265e-06,,
0,20,1.1336658000946045,0.699797897040844,single_token,single_token,ablation,random,ablate,1.1333425839742024,0.7003779023885727,-0.00032321612040209224,0.0005800053477286182,,
0,21,0.827936589717865,0.9040226742625236,single_token,single_token,ablation,entropy,ablate,0.8286447525024414,0.9043306455016136,0.000708162784576416,0.000307971239089988,,
0,21,0.827936589717865,0.9040226742625236,single_token,single_token,ablation,confidence,ablate,0.8263685703277588,0.904024140536785,-0.0015680193901062012,1.466274261452405e-06,,
0,21,0.827936589717865,0.9040226742625236,single_token,single_token,ablation,random,ablate,0.8298312624295553,0.9041704545418421,0.001894672711690304,0.00014778027931849902,,
0,22,1.257763147354126,0.7942091628909111,single_token,single_token,ablation,entropy,ablate,1.2589930295944214,0.7948382154107094,0.0012298822402954102,0.0006290525197982788,,
0,22,1.257763147354126,0.7942091628909111,single_token,single_token,ablation,confidence,ablate,1.257763147354126,0.7937929183244705,0.0,-0.0004162445664406267,,
0,22,1.257763147354126,0.7942091628909111,single_token,single_token,ablation,random,ablate,1.2581731081008911,0.7938331057627996,0.0004099607467651367,-0.0003760571281115066,,
0,23,0.056813158094882965,0.941879092156887,single_token,single_token,ablation,entropy,ablate,0.05582772567868233,0.9421049311757087,-0.0009854324162006378,0.0002258390188216719,,
0,23,0.056813158094882965,0.941879092156887,single_token,single_token,ablation,confidence,ablate,0.056516241282224655,0.9416837960481643,-0.00029691681265830994,-0.00019529610872270897,,
0,23,0.056813158094882965,0.941879092156887,single_token,single_token,ablation,random,ablate,0.05668120086193085,0.9417321667075157,-0.00013195723295211792,-0.0001469254493713379,,
0,24,0.022031348198652267,0.9461708173155784,single_token,single_token,ablation,entropy,ablate,0.021897215396165848,0.9464108675718307,-0.00013413280248641968,0.00024005025625228882,,
0,24,0.022031348198652267,0.9461708173155784,single_token,single_token,ablation,confidence,ablate,0.021987292915582657,0.9461633399128913,-4.4055283069610596e-05,-7.477402687139367e-06,,
0,24,0.022031348198652267,0.9461708173155784,single_token,single_token,ablation,random,ablate,0.021943906943003338,0.9463178907831509,-8.744125564892971e-05,0.0001470734675724783,,
0,25,0.004012271296232939,0.9495346814393997,single_token,single_token,ablation,entropy,ablate,0.004031039774417877,0.9495152205228805,1.876847818493843e-05,-1.946091651916504e-05,,
0,25,0.004012271296232939,0.9495346814393997,single_token,single_token,ablation,confidence,ablate,0.004014101345092058,0.9495158046483992,1.8300488591194153e-06,-1.8876791000432824e-05,,
0,25,0.004012271296232939,0.9495346814393997,single_token,single_token,ablation,random,ablate,0.00403012443954746,0.9495040168364842,1.7853143314520807e-05,-3.0664602915453365e-05,,
0,26,0.28548601269721985,0.8161764919757843,single_token,single_token,ablation,entropy,ablate,0.28690165281295776,0.8171341627836227,0.001415640115737915,0.0009576708078383733,,
0,26,0.28548601269721985,0.8161764919757843,single_token,single_token,ablation,confidence,ablate,0.28542715311050415,0.8162119954824447,-5.885958671569824e-05,3.550350666037261e-05,,
0,26,0.28548601269721985,0.8161764919757843,single_token,single_token,ablation,random,ablate,0.28484657406806946,0.8159451772769292,-0.0006394386291503906,-0.0002313146988551784,,
0,27,0.0027491312939673662,0.9498866811394692,single_token,single_token,ablation,entropy,ablate,0.0027406499721109867,0.9498867258429528,-8.481321856379509e-06,4.470348358154297e-08,,
0,27,0.0027491312939673662,0.9498866811394692,single_token,single_token,ablation,confidence,ablate,0.0027085496112704277,0.949900059401989,-4.0581682696938515e-05,1.3378262519792017e-05,,
0,27,0.0027491312939673662,0.9498866811394692,single_token,single_token,ablation,random,ablate,0.0027039467046658197,0.9498998855551083,-4.518458930154656e-05,1.3204415639123113e-05,,
0,28,0.44313186407089233,0.7571100130677223,single_token,single_token,ablation,entropy,ablate,0.44149667024612427,0.7582030385732651,-0.0016351938247680664,0.0010930255055427995,,
0,28,0.44313186407089233,0.7571100130677223,single_token,single_token,ablation,confidence,ablate,0.4441710412502289,0.7568977668881416,0.0010391771793365479,-0.00021224617958071068,,
0,28,0.44313186407089233,0.7571100130677223,single_token,single_token,ablation,random,ablate,0.4427452087402344,0.7576379736264546,-0.000386655330657959,0.0005279605587322767,,
0,29,0.024324005469679832,0.9499244958162307,single_token,single_token,ablation,entropy,ablate,0.024091478437185287,0.9498892173171043,-0.00023252703249454498,-3.5278499126434326e-05,,
0,29,0.024324005469679832,0.9499244958162307,single_token,single_token,ablation,confidence,ablate,0.024323588237166405,0.949477732181549,-4.172325134277344e-07,-0.0004467636346817683,,
0,29,0.024324005469679832,0.9499244958162307,single_token,single_token,ablation,random,ablate,0.024282351757089298,0.9499127179384231,-4.1653712590534325e-05,-1.1777877807594983e-05,,
0,30,0.00430874340236187,0.9475479274988174,single_token,single_token,ablation,entropy,ablate,0.004341810941696167,0.9475432753562927,3.306753933429718e-05,-4.652142524763647e-06,,
0,30,0.00430874340236187,0.9475479274988174,single_token,single_token,ablation,confidence,ablate,0.004327994771301746,0.9472264885902404,1.9251368939876556e-05,-0.00032143890857705415,,
0,30,0.00430874340236187,0.9475479274988174,single_token,single_token,ablation,random,ablate,0.004331597903122504,0.9475452745954195,2.285450076063445e-05,-2.6529033979594274e-06,,
0,31,0.015263857319951057,0.949493795633316,single_token,single_token,ablation,entropy,ablate,0.015265055932104588,0.9494935005903243,1.1986121535301208e-06,-2.95042991704797e-07,,
0,31,0.015263857319951057,0.949493795633316,single_token,single_token,ablation,confidence,ablate,0.015261346474289894,0.9495095819234848,-2.51084566116333e-06,1.5786290168740003e-05,,
0,31,0.015263857319951057,0.949493795633316,single_token,single_token,ablation,random,ablate,0.015262057383855184,0.9495045026143392,-1.7999360958729366e-06,1.0706981023123063e-05,,
0,32,0.02544044703245163,0.9287645250558852,single_token,single_token,ablation,entropy,ablate,0.025381136685609818,0.9285644114017486,-5.9310346841812134e-05,-0.0002001136541366355,,
0,32,0.02544044703245163,0.9287645250558852,single_token,single_token,ablation,confidence,ablate,0.025399696081876755,0.9286250129342078,-4.075095057487488e-05,-0.00013951212167739868,,
0,32,0.02544044703245163,0.9287645250558852,single_token,single_token,ablation,random,ablate,0.0252702496945858,0.92872154712677,-0.00017019733786582947,-4.29779291152288e-05,,
0,33,0.005201429594308138,0.935457870364189,single_token,single_token,ablation,entropy,ablate,0.0052029406651854515,0.9353412270545959,1.5110708773136139e-06,-0.00011664330959315627,,
0,33,0.005201429594308138,0.935457870364189,single_token,single_token,ablation,confidence,ablate,0.005258622579276562,0.9354912117123603,5.719298496842384e-05,3.334134817123413e-05,,
0,33,0.005201429594308138,0.935457870364189,single_token,single_token,ablation,random,ablate,0.005217066500335932,0.9352277562022208,1.5636906027793884e-05,-0.0002301141619682756,,
0,34,0.08079671114683151,0.9309198215603829,single_token,single_token,ablation,entropy,ablate,0.08111295849084854,0.930814404785633,0.0003162473440170288,-0.00010541677474984468,,
0,34,0.08079671114683151,0.9309198215603829,single_token,single_token,ablation,confidence,ablate,0.08099488914012909,0.9309837237000465,0.0001981779932975769,6.390213966356306e-05,,
0,34,0.08079671114683151,0.9309198215603829,single_token,single_token,ablation,random,ablate,0.08105441182851791,0.9308687046170233,0.00025770068168640137,-5.111694335957484e-05,,
0,35,0.002646666020154953,0.9495327666401863,single_token,single_token,ablation,entropy,ablate,0.002659789752215147,0.9495331466197967,1.3123732060194016e-05,3.7997961044311523e-07,,
0,35,0.002646666020154953,0.9495327666401863,single_token,single_token,ablation,confidence,ablate,0.002643964719027281,0.9495603710412979,-2.7013011276721954e-06,2.7604401111602783e-05,,
0,35,0.002646666020154953,0.9495327666401863,single_token,single_token,ablation,random,ablate,0.0026482217169056335,0.9495318382978439,1.555696750680461e-06,-9.283423423323001e-07,,
0,36,1.2413448095321655,0.6635270982980728,single_token,single_token,ablation,entropy,ablate,1.2408337593078613,0.6650210529565811,-0.0005110502243041992,0.001493954658508323,,
0,36,1.2413448095321655,0.6635270982980728,single_token,single_token,ablation,confidence,ablate,1.239760398864746,0.6631071090698242,-0.0015844106674194336,-0.0004199892282485962,,
0,36,1.2413448095321655,0.6635270982980728,single_token,single_token,ablation,random,ablate,1.2395052115122478,0.6638090699911117,-0.001839598019917732,0.000281971693038896,,
0,37,0.188410684466362,0.9158110827207565,single_token,single_token,ablation,entropy,ablate,0.18736226856708527,0.9160753786563873,-0.0010484158992767334,0.00026429593563082054,,
0,37,0.188410684466362,0.9158110827207565,single_token,single_token,ablation,confidence,ablate,0.18848218023777008,0.9161428526043891,7.149577140808105e-05,0.0003317698836325933,,
0,37,0.188410684466362,0.9158110827207565,single_token,single_token,ablation,random,ablate,0.18814093867937723,0.9159093911449115,-0.0002697457869847708,9.830842415503582e-05,,
0,38,1.2616602182388306,0.4923580169677735,single_token,single_token,ablation,entropy,ablate,1.2616602182388306,0.49371681213378904,0.0,0.0013587951660155584,,
0,38,1.2616602182388306,0.4923580169677735,single_token,single_token,ablation,confidence,ablate,1.2616602182388306,0.4923500061035156,0.0,-8.010864257890216e-06,,
0,38,1.2616602182388306,0.4923580169677735,single_token,single_token,ablation,random,ablate,1.2614224354426067,0.49309412638346356,-0.00023778279622388432,0.0007361094156900783,,
0,39,0.017071200534701347,0.9401768162846564,single_token,single_token,ablation,entropy,ablate,0.017022045329213142,0.9401762098073958,-4.9155205488204956e-05,-6.064772606340085e-07,,
0,39,0.017071200534701347,0.9401768162846564,single_token,single_token,ablation,confidence,ablate,0.017128465697169304,0.9401888996362685,5.726516246795654e-05,1.208335161206886e-05,,
0,39,0.017071200534701347,0.9401768162846564,single_token,single_token,ablation,random,ablate,0.017057946572701137,0.9402049546440442,-1.3253962000209923e-05,2.8138359387752665e-05,,
0,40,0.015112470835447311,0.9491578191518782,single_token,single_token,ablation,entropy,ablate,0.015235415659844875,0.9495849147439003,0.00012294482439756393,0.00042709559202203096,,
0,40,0.015112470835447311,0.9491578191518782,single_token,single_token,ablation,confidence,ablate,0.015264234505593777,0.9491584181785583,0.0001517636701464653,5.990266800370847e-07,,
0,40,0.015112470835447311,0.9491578191518782,single_token,single_token,ablation,random,ablate,0.01505153470983108,0.9493125791350999,-6.0936125616231976e-05,0.00015475998322167506,,
0,41,0.3900340795516968,0.9414246201515197,single_token,single_token,ablation,entropy,ablate,0.39254897832870483,0.9413978055119514,0.0025148987770080566,-2.6814639568328857e-05,,
0,41,0.3900340795516968,0.9414246201515197,single_token,single_token,ablation,confidence,ablate,0.39085283875465393,0.9414252877235412,0.0008187592029571533,6.675720214399661e-07,,
0,41,0.3900340795516968,0.9414246201515197,single_token,single_token,ablation,random,ablate,0.3907359441121419,0.9412672450145084,0.0007018645604451312,-0.00015737513701130634,,
0,42,0.029796453192830086,0.9452746555209159,single_token,single_token,ablation,entropy,ablate,0.030014801770448685,0.9452460169792175,0.00021834857761859894,-2.8638541698433606e-05,,
0,42,0.029796453192830086,0.9452746555209159,single_token,single_token,ablation,confidence,ablate,0.03004702553153038,0.9452602669596671,0.0002505723387002945,-1.4388561248801501e-05,,
0,42,0.029796453192830086,0.9452746555209159,single_token,single_token,ablation,random,ablate,0.029858187461892765,0.9453389659523964,6.173426906267918e-05,6.431043148047433e-05,,
0,43,1.236251711845398,0.4923336029052735,single_token,single_token,ablation,entropy,ablate,1.237297534942627,0.4931455612182617,0.001045823097229004,0.0008119583129881924,,
0,43,1.236251711845398,0.4923336029052735,single_token,single_token,ablation,confidence,ablate,1.2363709211349487,0.49205131530761714,0.00011920928955078125,-0.000282287597656361,,
0,43,1.236251711845398,0.4923336029052735,single_token,single_token,ablation,random,ablate,1.2370534340540569,0.49217090606689456,0.0008017222086589282,-0.00016269683837893956,,
0,44,0.15547186136245728,0.9343154102563858,single_token,single_token,ablation,entropy,ablate,0.15553708374500275,0.9344994470477104,6.522238254547119e-05,0.00018403679132461548,,
0,44,0.15547186136245728,0.9343154102563858,single_token,single_token,ablation,confidence,ablate,0.15457676351070404,0.934302321076393,-0.0008950978517532349,-1.3089179992764599e-05,,
0,44,0.15547186136245728,0.9343154102563858,single_token,single_token,ablation,random,ablate,0.15566723545392355,0.9344486405452092,0.00019537409146627716,0.00013323028882339383,,
0,45,0.0032140009570866823,0.9493948251008987,single_token,single_token,ablation,entropy,ablate,0.003238256089389324,0.9493916541337966,2.425513230264187e-05,-3.1709671021173946e-06,,
0,45,0.0032140009570866823,0.9493948251008987,single_token,single_token,ablation,confidence,ablate,0.0032295980490744114,0.9493933930993079,1.5597091987729073e-05,-1.4320015907509642e-06,,
0,45,0.0032140009570866823,0.9493948251008987,single_token,single_token,ablation,random,ablate,0.0032199160971989236,0.9493799815575281,5.915140112241254e-06,-1.4843543370557377e-05,,
0,46,1.2524333000183105,0.8445956259965897,single_token,single_token,ablation,entropy,ablate,1.2532083988189697,0.8450871840119362,0.0007750988006591797,0.0004915580153465049,,
0,46,1.2524333000183105,0.8445956259965897,single_token,single_token,ablation,confidence,ablate,1.254011869430542,0.8446843490004539,0.0015785694122314453,8.872300386419951e-05,,
0,46,1.2524333000183105,0.8445956259965897,single_token,single_token,ablation,random,ablate,1.2528821229934692,0.8446120609839758,0.0004488229751586914,1.643498738612692e-05,,
0,47,1.3225663900375366,0.6464149832725525,single_token,single_token,ablation,entropy,ablate,1.3230772018432617,0.6473237574100494,0.0005108118057250977,0.0009087741374969038,,
0,47,1.3225663900375366,0.6464149832725525,single_token,single_token,ablation,confidence,ablate,1.3219685554504395,0.6464105546474456,-0.000597834587097168,-4.428625106966955e-06,,
0,47,1.3225663900375366,0.6464149832725525,single_token,single_token,ablation,random,ablate,1.322352449099223,0.6469194948673248,-0.00021394093831372807,0.0005045115947722723,,
0,48,0.38459381461143494,0.9004291713237762,single_token,single_token,ablation,entropy,ablate,0.3830341696739197,0.9006034284830093,-0.0015596449375152588,0.00017425715923313767,,
0,48,0.38459381461143494,0.9004291713237762,single_token,single_token,ablation,confidence,ablate,0.38214024901390076,0.9002942755818366,-0.0024535655975341797,-0.0001348957419395891,,
0,48,0.38459381461143494,0.9004291713237762,single_token,single_token,ablation,random,ablate,0.38413265347480774,0.9000691846013069,-0.00046116113662719727,-0.0003599867224692854,,
0,49,0.0075574456714093685,0.9491396948695182,single_token,single_token,ablation,entropy,ablate,0.007504262495785952,0.9490947142243386,-5.31831756234169e-05,-4.498064517965972e-05,,
0,49,0.0075574456714093685,0.9491396948695182,single_token,single_token,ablation,confidence,ablate,0.00745396176353097,0.9490538284182548,-0.0001034839078783989,-8.586645126340553e-05,,
0,49,0.0075574456714093685,0.9491396948695182,single_token,single_token,ablation,random,ablate,0.007449079304933548,0.9491407170891762,-0.00010836636647582054,1.022219658031176e-06,,
0,50,0.0023297315929085016,0.9489212363958358,single_token,single_token,ablation,entropy,ablate,0.0023348142858594656,0.9493379712104797,5.082692950963974e-06,0.00041673481464388207,,
0,50,0.0023297315929085016,0.9489212363958358,single_token,single_token,ablation,confidence,ablate,0.002335144206881523,0.9489212766289711,5.412613973021507e-06,4.023313526779759e-08,,
0,50,0.0023297315929085016,0.9489212363958358,single_token,single_token,ablation,random,ablate,0.002316287330662211,0.9489346956213315,-1.3444262246290698e-05,1.3459225495671134e-05,,
0,51,0.006794215179979801,0.935646416246891,single_token,single_token,ablation,entropy,ablate,0.006731755565851927,0.9354646980762481,-6.245961412787437e-05,-0.0001817181706429416,,
0,51,0.006794215179979801,0.935646416246891,single_token,single_token,ablation,confidence,ablate,0.006815257482230663,0.9353880763053893,2.104230225086212e-05,-0.00025833994150170625,,
0,51,0.006794215179979801,0.935646416246891,single_token,single_token,ablation,random,ablate,0.006813638533155124,0.9353691235184668,1.9423353175322504e-05,-0.0002772927284242499,,
0,52,0.2153112143278122,0.9440582513809204,single_token,single_token,ablation,entropy,ablate,0.21476250886917114,0.9442396342754363,-0.0005487054586410522,0.000181382894515969,,
0,52,0.2153112143278122,0.9440582513809204,single_token,single_token,ablation,confidence,ablate,0.21371310949325562,0.9440583273768425,-0.0015981048345565796,7.599592211082751e-08,,
0,52,0.2153112143278122,0.9440582513809204,single_token,single_token,ablation,random,ablate,0.2151294449965159,0.9442087108890215,-0.00018176933129629425,0.00015045950810110842,,
0,53,1.257550835609436,0.8036075010895729,single_token,single_token,ablation,entropy,ablate,1.257550835609436,0.8039997652173042,0.0,0.00039226412773130104,,
0,53,1.257550835609436,0.8036075010895729,single_token,single_token,ablation,confidence,ablate,1.257550835609436,0.8032529175281524,0.0,-0.0003545835614204851,,
0,53,1.257550835609436,0.8036075010895729,single_token,single_token,ablation,random,ablate,1.2584609587987263,0.8033779988686242,0.0009101231892902906,-0.00022950222094875183,,
0,54,0.0017673613037914038,0.9186786055564881,single_token,single_token,ablation,entropy,ablate,0.001765647903084755,0.9189448952674866,-1.7134007066488266e-06,0.00026628971099851295,,
0,54,0.0017673613037914038,0.9186786055564881,single_token,single_token,ablation,confidence,ablate,0.001786871813237667,0.9184269562363624,1.9510509446263313e-05,-0.00025164932012566865,,
0,54,0.0017673613037914038,0.9186786055564881,single_token,single_token,ablation,random,ablate,0.0017581181600689888,0.9186795130372047,-9.24314372241497e-06,9.074807166831178e-07,,
