example_id,mc_L12_c,mc_L12_e,mc_L12_rnorm,mc_L14_c,mc_L14_e,mc_L14_rnorm,mc_L15_c,mc_L15_e,mc_L15_rnorm,mc_L16_c,mc_L16_e,mc_L16_rnorm,mc_L18_c,mc_L18_e,mc_L18_rnorm,mc_L20_c,mc_L20_e,mc_L20_rnorm,mc_L24_c,mc_L24_e,mc_L24_rnorm,mc_L28_c,mc_L28_e,mc_L28_rnorm,mc_L31_c,mc_L31_e,mc_L31_rnorm,conf_L12_c,conf_L12_e,conf_L12_rnorm,conf_L14_c,conf_L14_e,conf_L14_rnorm,conf_L15_c,conf_L15_e,conf_L15_rnorm,conf_L16_c,conf_L16_e,conf_L16_rnorm,conf_L18_c,conf_L18_e,conf_L18_rnorm,conf_L20_c,conf_L20_e,conf_L20_rnorm,conf_L24_c,conf_L24_e,conf_L24_rnorm,conf_L28_c,conf_L28_e,conf_L28_rnorm,conf_L31_c,conf_L31_e,conf_L31_rnorm,mc_entropy,conf_signal
152,-0.63530207,0.12305,6.58,0.83852255,-0.5806,8.2,0.8334296,-0.668,8.5,0.9527271,-1.871,9.77,0.094032854,-0.746,11.62,0.67053217,-1.073,13.49,-0.99804604,0.9893,20.27,0.7829179,0.568,33.38,-12.736973,25.66,51.9,-1.0147684,0.64,6.59,0.07480155,0.07446,7.875,1.5571983,-0.6396,8.58,2.109121,-1.892,9.87,3.7405243,-1.518,11.51,3.3352048,-1.694,12.89,2.308209,0.643,19.42,6.2417326,0.01813,31.98,-12.994103,24.98,60.62,0.00498199462890625,0.9479259505867957
153,-0.52709806,-0.1257,6.633,1.2474487,-0.965,8.67,0.68828607,-0.6416,8.79,0.5585568,-1.47,9.73,0.5068265,-1.572,12.19,0.81283605,-1.559,13.51,-0.44444704,0.1508,19.94,1.6508634,-0.8193,33.75,-13.144192,28.19,58.03,-0.7169022,0.394,6.57,0.8083907,-0.334,7.96,2.1562023,-1.078,8.77,2.8708935,-2.387,10.3,4.0415163,-1.923,11.59,3.9966345,-2.293,13.05,3.803602,-0.672,19.34,8.881351,-1.831,32.22,-3.4893851,18.58,57.25,0.0037097930908203125,0.9499706864356994
154,-0.8886961,0.617,6.625,-0.31446403,0.871,8.09,-0.56427747,1.402,8.56,-0.63264304,0.753,9.31,-1.44031,1.966,11.734,-1.2745653,1.808,13.39,-3.2741513,5.18,20.4,-2.0953665,7.027,32.9,-20.952417,42.62,63.75,-0.94140655,0.6924,6.523,-1.2876536,0.8022,7.934,-0.48048747,0.3708,8.7,0.02565809,-0.756,10.125,0.55769765,0.2102,11.44,0.018569946,0.003807,12.99,-2.421637,2.857,20.02,-1.0587574,3.104,32.47,-31.573105,34.0,68.6,0.3857421875,0.8519511193037033
155,-0.9291944,0.4949,6.68,-0.544928,1.221,8.5,-0.80912715,1.706,8.88,-1.0203075,1.223,9.52,-1.7724771,2.426,11.13,-1.7481562,2.705,12.99,-3.8023384,6.094,20.17,-3.2417202,8.67,33.6,-23.339962,47.2,66.2,-1.0108074,0.6626,6.566,-1.2803588,1.048,7.953,-1.3617436,1.056,8.664,-1.2818666,0.1687,9.88,-2.4423833,1.764,11.266,-3.1345513,1.912,12.99,-6.8376007,4.99,20.47,-8.428445,6.387,32.3,-45.57232,40.22,75.1,1.072265625,0.5262509346008301
156,-0.6565883,0.1714,6.57,0.3433716,0.0828,8.28,0.545755,0.02666,8.695,0.57651424,-1.118,9.95,0.09103878,-0.6416,12.05,0.5349353,-1.206,13.46,-0.927755,0.9414,19.7,1.0795577,0.28,32.78,-11.097844,25.83,54.75,-0.93684673,0.6084,6.484,-0.87539023,0.7295,7.97,-0.080970556,0.4753,8.54,0.14355747,-0.6367,9.805,0.12023668,0.2864,11.36,-0.18427715,0.05704,12.95,-2.676339,2.805,19.7,-1.5947796,3.053,32.25,-29.035439,32.72,67.5,0.0052490234375,0.7433937743306159
157,-0.7374913,0.3184,6.58,0.15290171,-0.3374,7.984,0.050136425,-0.08527,8.4,0.08398982,-0.965,9.68,-1.0208421,0.3525,11.75,-0.860164,0.2588,13.234,-3.0883439,3.443,20.36,-2.0513506,4.758,33.94,-19.18038,39.62,63.25,-1.0270525,0.642,6.57,-1.0231861,0.6543,8.07,-0.39769596,0.4924,8.57,-0.122575074,-0.4685,9.79,0.09816986,0.7563,11.375,-0.6626985,0.8354,12.89,-3.653082,4.125,20.33,-3.4879637,5.44,32.6,-40.93007,43.56,75.2,0.6396484375,0.7667820155620575
158,-0.7747574,0.3489,6.69,0.6858591,-0.2605,8.29,0.50908136,-0.237,8.71,0.6395482,-1.301,9.74,0.54670316,-1.575,12.07,0.8919216,-1.565,13.68,-0.34250093,0.388,19.8,1.4760108,0.6167,33.78,-13.283052,30.67,58.88,-1.0494659,0.705,6.547,-0.36977938,0.4797,7.96,0.72423756,-0.1482,8.6,1.4069515,-1.397,10.0,2.6696882,-0.759,11.24,2.256233,-0.903,12.71,0.87431294,1.689,19.08,4.2823744,1.464,31.73,-16.496372,27.33,62.8,0.0533447265625,0.9427073821425437
159,-0.63892007,0.08704,6.676,0.48444766,0.03488,8.34,0.04224808,0.3904,8.75,-0.25019607,-0.3062,9.61,-0.6175947,0.4417,11.72,-0.7076674,0.7095,13.375,-2.4882767,3.656,20.03,-1.4233243,5.055,32.97,-19.437916,40.94,64.06,-0.84637153,0.5083,6.58,-0.33230647,0.405,8.06,1.0191637,-0.2004,8.79,1.4653268,-1.349,10.086,3.0613117,-0.973,11.69,2.4146876,-1.038,13.07,0.92045635,1.542,19.45,4.3656435,1.632,32.4,-18.700653,28.95,64.7,0.250244140625,0.941007775068283
160,-0.8994694,0.4182,6.656,-0.16468272,0.644,8.195,-0.28774378,1.054,8.84,-0.18128058,0.2864,9.734,-1.0107799,1.681,11.73,-0.8900097,1.778,13.6,-2.8350177,5.09,20.19,-1.7923306,6.51,33.12,-17.432144,39.56,62.7,-0.9849139,0.6685,6.57,-1.1493859,0.9087,8.03,-0.94891185,0.8657,8.53,-0.70859605,-0.003872,9.75,-1.3056308,1.504,11.11,-1.9937503,1.502,12.77,-5.1774073,4.723,20.22,-5.476807,5.875,32.53,-41.41997,41.6,73.75,0.41748046875,0.622006818652153
161,-0.831267,0.3088,6.645,0.90621215,-0.7627,8.45,0.8449043,-0.975,8.72,1.2044846,-2.344,9.984,0.80536467,-2.197,12.0,1.3772352,-2.574,13.73,0.29663622,-1.263,19.78,2.5508215,-2.645,33.75,-9.575256,22.25,54.34,-0.89701813,0.595,6.523,0.0012898333,0.0648,7.934,1.336616,-0.725,8.65,2.0473914,-1.999,10.07,3.3738055,-1.599,11.484,3.2361512,-1.908,13.05,2.4589531,0.00827,19.3,6.4622602,-0.664,32.0,-10.353856,23.05,57.97,0.002742767333984375,0.9490618571639061
162,-0.69952583,0.3801,6.582,0.8676971,-0.675,8.484,0.75578976,-0.7866,8.664,0.77112937,-1.85,9.695,0.36786273,-1.483,11.65,0.8507484,-1.987,13.125,-0.9831215,0.268,19.61,0.8684895,-0.4663,32.6,-10.31298,22.06,51.97,-0.87779933,0.6553,6.51,-0.43356404,0.304,7.918,1.3186035,-0.5034,8.89,2.0486658,-1.858,10.23,3.4856167,-1.329,11.72,3.0974057,-1.547,13.03,1.892127,0.8516,19.23,5.5168986,0.2328,31.98,-14.355389,25.38,60.97,0.004932403564453125,0.9452733591198921
163,-0.88639027,0.3325,6.65,-0.28258803,0.1669,8.25,-0.24489859,0.0579,8.39,-0.16008937,-0.825,9.69,-1.0647733,0.0388,11.45,-0.60687685,-0.3875,12.945,-2.4332135,1.755,19.61,-1.3701096,2.584,33.1,-19.421894,35.12,57.97,-1.0920794,0.612,6.582,-1.2808056,0.7905,7.965,-1.1506522,0.5674,8.51,-1.0138425,-0.3318,9.91,-1.989922,1.22,11.234,-2.5445518,1.194,12.83,-6.005054,4.164,20.05,-7.002143,5.223,32.47,-42.021008,37.94,72.4,0.0787353515625,0.5965430259704589
164,-0.7588371,0.187,6.734,0.76550144,-0.4849,8.62,0.51831615,-0.536,8.56,0.77917016,-1.848,9.97,0.24747363,-1.169,12.016,0.92702484,-2.062,13.59,-0.74681044,-0.02602,19.62,1.0790515,-0.709,32.38,-12.347517,25.52,53.25,-1.0126421,0.6274,6.586,-0.3970231,0.2483,8.07,0.8613068,-0.5913,8.49,1.6379492,-1.893,9.95,2.1005151,-1.066,11.31,2.226007,-1.573,12.7,1.09741,0.517,18.94,4.0562515,-0.0977,31.64,-15.932852,25.23,60.1,0.00426483154296875,0.9457824230194091
165,-0.5527239,-0.1951,6.68,1.3708467,-1.365,8.47,1.3576653,-1.502,8.64,1.5481232,-2.615,9.766,1.191443,-1.792,11.9,1.5284648,-2.219,13.555,-0.123449385,-0.1625,20.27,1.7348859,-1.187,33.16,-11.326948,23.47,51.9,-0.91722053,0.5366,6.59,0.4461155,-0.03928,8.0,2.065653,-0.8833,8.79,2.8445294,-2.154,10.14,4.556019,-1.905,11.72,4.2960863,-2.21,13.12,3.6077724,-0.2947,19.36,8.783115,-1.814,32.16,-4.6185646,19.05,59.7,0.0005273818969726562,0.9490531951189041
166,-0.82851195,0.4778,6.566,0.11692931,0.9,8.125,-0.4954637,1.267,8.49,-0.67294556,0.7427,9.21,-1.8533821,2.365,11.336,-1.9353561,2.746,13.16,-4.1534133,6.34,19.92,-3.8478036,9.73,33.44,-25.175056,52.0,70.56,-0.9707211,0.674,6.53,-0.5317293,0.769,7.85,-0.49083686,0.623,8.58,-0.35864335,-0.1702,9.75,0.042781472,0.773,11.26,-0.9319669,0.9263,12.99,-3.931135,3.932,19.92,-3.6476805,4.914,31.88,-34.270702,35.06,71.06,1.224609375,0.7328267335891723
167,-0.43155602,-0.487,6.57,1.2038713,-1.409,8.36,1.092053,-1.604,8.55,1.3063247,-2.67,9.71,1.2979305,-2.559,11.9,1.7587119,-2.852,13.68,0.6358223,-1.685,20.34,2.6004543,-2.785,33.97,-10.545208,23.1,55.53,-0.85531974,0.4236,6.58,0.5299419,-0.2007,7.938,2.2781267,-1.116,8.82,3.1285956,-2.479,10.3,4.6789856,-2.271,11.875,4.514537,-2.637,13.18,4.131666,-0.884,19.25,9.3939495,-2.248,32.12,-2.195423,17.78,57.34,0.0011005401611328125,0.9497383043169976
168,-0.60605216,0.02332,6.55,1.0486255,-1.758,8.19,0.76958716,-1.743,8.414,0.88979477,-2.676,9.516,-0.032241672,-1.868,11.59,0.35150164,-2.129,13.586,-1.2063763,-0.0667,19.84,0.37551293,0.008194,33.28,-12.621863,26.4,53.1,-0.7656909,0.4504,6.54,0.2925473,-0.1349,7.95,1.6659815,-0.642,8.7,2.347309,-1.847,10.055,4.2266016,-1.667,11.59,3.8041022,-1.872,13.1,2.94434,0.2751,19.22,7.125483,-0.6797,32.06,-10.38801,23.03,60.75,0.015960693359375,0.9483423024415969
169,-0.5664273,-0.02443,6.637,0.8320676,-0.3557,8.48,0.42034608,-0.04327,8.58,0.39325744,-0.808,9.555,-0.15281862,-0.1996,11.836,-0.038192064,0.01306,13.53,-1.448621,2.463,20.62,0.2783773,3.3,34.16,-16.257133,36.0,59.4,-0.9540801,0.5444,6.594,0.049962606,0.3887,7.742,1.22431,-0.312,8.44,1.9381077,-1.596,9.96,3.4306524,-1.278,11.75,2.9942913,-1.431,13.086,1.9219602,0.8877,19.44,5.932973,0.753,32.72,-13.538064,27.77,63.66,0.044708251953125,0.9447312906384469
170,-0.8644871,0.521,6.66,-0.45517796,1.068,8.28,-0.96441424,1.69,8.56,-1.0670618,1.286,9.31,-2.170349,2.928,11.336,-1.9815264,3.092,13.14,-4.0034275,6.508,19.94,-3.4805348,8.9,33.2,-21.778858,45.7,65.4,-1.0778713,0.725,6.613,-1.3156369,0.9946,7.902,-1.5732348,1.087,8.59,-1.5296803,0.2756,9.82,-2.5292075,1.761,11.22,-3.2613142,1.788,12.83,-7.055485,4.85,20.27,-8.5334835,6.074,32.22,-47.107513,41.56,75.4,1.0712890625,0.5403010368347168
171,-0.5409187,-0.1642,6.684,1.1450596,-0.956,8.71,1.0613205,-1.162,8.79,1.2822484,-2.379,9.875,0.34484172,-1.417,11.836,0.88615143,-1.796,13.664,-0.36771125,-0.5146,19.94,1.7233891,-2.291,32.8,-8.703725,18.38,50.7,-0.702584,0.37,6.56,0.12705287,0.001797,7.87,0.9842055,-0.607,8.68,1.6589404,-1.774,9.77,2.4175768,-0.912,11.516,2.2682767,-1.227,12.91,1.1500832,1.142,19.52,4.386076,0.67,32.2,-15.861404,25.64,60.6,0.0028400421142578125,0.9416086539626121
172,-0.8070726,0.3657,6.65,0.6701606,-0.05157,8.41,0.7108313,-0.2214,8.625,0.86643094,-1.178,9.5,0.08700733,-0.339,11.67,0.62555254,-0.702,13.5,-1.0378566,1.59,19.78,0.7167353,1.828,33.25,-13.483305,29.25,53.94,-1.0582404,0.6577,6.58,-0.3419632,0.578,7.887,0.35556436,0.12415,8.45,0.8744363,-0.88,9.805,2.3868084,-0.4634,11.7,1.7212884,-0.541,12.99,-0.14973277,2.205,19.39,2.4128542,2.326,31.98,-24.066898,31.7,66.6,0.0157012939453125,0.9230490833520888
173,-0.69014555,0.336,6.6,1.0582144,-0.9697,8.37,0.9895555,-1.114,8.586,1.1057377,-2.15,9.61,0.10336818,-1.181,11.59,0.65770364,-1.481,13.2,-1.0405581,0.734,19.9,0.6954339,0.453,33.66,-10.919699,24.23,51.66,-0.98362213,0.663,6.56,0.065666765,0.1696,7.945,1.4786534,-0.6304,8.56,2.0946736,-1.886,9.85,2.941914,-1.147,11.414,2.5968328,-1.321,12.9,1.309308,1.07,19.55,4.6881256,0.759,32.56,-15.325608,26.75,61.38,0.038970947265625,0.9439880192279815
174,-0.7266014,0.2305,6.555,0.19256665,0.3123,8.34,0.39348453,0.2394,8.586,0.30342358,-0.5376,9.51,-0.6694867,0.983,11.73,-0.49378693,0.7676,13.1,-2.399307,3.652,19.83,-1.4745504,4.184,31.44,-12.598092,24.1,55.25,-0.9264314,0.565,6.508,-0.9049204,0.5796,8.1,-0.49833518,0.423,8.49,-0.5134388,-0.379,9.82,-1.0161055,1.234,11.37,-1.7970035,1.358,12.89,-4.8657155,4.61,20.44,-5.0398293,5.855,32.84,-41.9348,41.1,75.8,0.77294921875,0.7159232378005982
175,-0.97174406,0.6377,6.516,-0.95213187,1.319,8.586,-1.3910183,1.806,9.03,-1.5348786,1.17,9.58,-1.9858931,2.584,11.48,-2.1309953,2.898,13.445,-4.0077085,6.145,20.47,-3.5691981,8.586,33.22,-20.509727,43.0,63.4,-1.1192448,0.7026,6.547,-1.5703434,1.126,8.15,-1.337007,0.9,8.64,-1.2838895,0.1262,9.86,-2.2723126,1.745,11.24,-2.9574943,1.871,13.03,-6.7003565,5.008,20.92,-8.084808,6.227,32.84,-45.849777,40.84,75.1,1.0,0.545437240600586
176,-0.7255709,0.4216,6.664,0.052173935,0.5024,8.25,-0.21822108,0.8633,8.414,-0.40910655,0.2944,9.44,-1.3450211,1.537,11.555,-1.3661233,1.793,13.3,-3.2765014,4.895,19.88,-2.5313735,6.883,33.03,-23.150623,46.5,66.4,-0.9704921,0.6665,6.547,-0.63491297,0.7617,7.777,-0.09456406,0.5527,8.5,0.22712025,-0.504,9.836,0.9822044,0.4348,11.38,0.19730794,0.5215,12.92,-2.3149912,3.662,19.83,-1.2018151,4.887,32.12,-32.61197,39.1,71.94,0.833984375,0.8407810091972351
177,-1.0372794,0.706,6.617,-0.68898714,0.959,8.06,-0.8914102,1.28,8.336,-0.8526025,0.7075,9.41,-1.725565,1.9,11.2,-1.4875588,1.8955,12.67,-3.4121938,5.06,19.44,-2.88773,7.7,32.38,-22.276138,45.25,63.84,-1.1756978,0.7593,6.617,-1.5144912,1.005,7.973,-1.6078272,1.056,8.49,-1.5395416,0.236,9.82,-2.7457194,1.847,11.29,-3.3774161,1.8545,12.92,-7.0618305,4.938,20.39,-8.587105,6.363,32.4,-45.22857,41.1,75.44,0.7958984375,0.5210487365722656
178,-0.52427924,-0.1447,6.566,1.2871836,-1.346,8.56,1.1257579,-1.422,8.72,1.2882706,-2.51,9.7,0.66255677,-1.509,11.805,1.1153843,-1.731,13.836,-0.5245062,0.372,20.48,1.3874401,-0.8066,33.53,-8.9236765,19.53,51.38,-0.8849633,0.4734,6.492,0.57997334,-0.10144,7.992,1.7314944,-0.633,8.76,2.3346472,-1.803,9.984,3.9521835,-1.481,11.99,3.5029702,-1.603,13.305,2.5951056,0.65,19.48,7.29958,-0.285,32.34,-8.330919,21.69,59.4,0.0031585693359375,0.9473744273185729
179,-0.8795999,0.562,6.55,-0.036880717,0.3438,8.26,0.04718609,0.3086,8.72,0.16549322,-0.631,9.65,-0.5874533,0.807,11.29,-0.38904482,0.622,12.83,-2.5607414,3.83,19.78,-1.670093,5.312,32.84,-17.59297,38.7,60.47,-1.0231006,0.695,6.527,-1.142371,0.828,7.95,-0.3585357,0.2942,8.516,0.083785,-0.8296,9.76,0.10825017,0.2251,11.07,-0.35329333,0.03415,12.78,-3.0418801,2.924,19.5,-2.5304532,3.285,31.58,-35.06978,35.62,70.1,0.50146484375,0.7802946656942367
180,-0.47031385,-0.1572,6.684,0.8268842,-1.395,8.37,0.9577234,-1.573,8.56,1.2444682,-2.742,9.805,0.267582,-2.152,11.65,0.7355857,-2.7,13.49,-0.72298664,-1.493,19.36,0.97865444,-2.756,33.03,-9.246099,17.97,49.0,-0.9783852,0.542,6.605,0.015134484,0.174,8.016,1.7271378,-0.726,8.695,2.3942742,-2.01,9.98,3.7992115,-1.655,11.47,3.4868083,-1.854,12.945,2.7959301,0.252,19.2,6.8609486,-0.6143,31.83,-9.164768,21.94,59.78,0.0001773834228515625,0.9484903946518898
181,-0.8558675,0.4993,6.6,0.1915366,-0.2208,8.1,0.3449158,-0.3809,8.42,0.6419062,-1.481,9.79,-0.4221022,-0.6494,11.586,0.029177874,-1.159,13.3,-1.5698478,0.744,19.6,-0.043278158,0.308,32.75,-11.951504,25.3,51.84,-1.0340726,0.722,6.543,-0.62297183,0.54,7.805,0.5219761,-0.001088,8.56,1.3024257,-1.24,10.04,2.5255723,-0.5874,11.43,2.0136738,-0.7505,12.85,0.4325729,1.736,19.33,3.1681032,1.774,32.22,-21.27344,30.95,65.06,0.0194549560546875,0.9381969168782234
182,-0.6693864,0.1753,6.668,1.065437,-0.637,8.29,0.9395109,-0.632,8.66,1.1991875,-1.836,9.88,0.79526746,-1.973,12.34,1.1697505,-2.082,13.85,0.1898889,-0.598,20.19,2.5778532,-1.68,34.1,-9.42787,23.17,54.9,-0.93868935,0.614,6.53,0.0021923184,0.1709,7.85,1.867047,-0.7876,8.79,2.5154283,-2.008,10.164,3.9714093,-1.746,11.48,3.7174103,-2.072,13.03,3.0638318,-0.173,19.17,7.952307,-1.406,31.98,-6.4425573,19.64,57.97,0.005771636962890625,0.9495680898427963
183,-0.47935897,-0.11743,6.51,1.4370718,-1.395,8.44,1.4281402,-1.514,8.664,1.5772454,-2.559,9.6,1.5174886,-3.068,12.1,1.877044,-3.25,13.664,0.93169725,-2.229,19.98,2.9986463,-3.492,34.1,-10.141466,22.83,56.72,-0.87723863,0.5312,6.5,0.28561935,0.01857,8.016,2.070331,-0.887,8.78,2.7183437,-2.125,10.18,4.5330687,-2.146,11.695,4.2389345,-2.482,13.16,3.6293633,-0.7725,19.2,9.003868,-2.318,31.98,-3.7036247,17.6,56.84,0.0008897781372070312,0.9498308360576629
184,-0.69126844,0.1731,6.57,0.031663403,0.0696,7.875,-0.28224185,0.4355,8.3,-0.46391758,-0.0465,9.32,-1.2291085,0.743,11.71,-0.9799471,0.585,13.11,-2.6120334,3.041,19.42,-1.1597536,3.965,32.28,-17.966106,36.03,58.6,-0.97463626,0.572,6.46,-0.9268896,0.621,8.14,-0.12214772,0.3765,8.8,0.20349792,-0.6943,10.09,0.5528872,0.1355,11.44,0.13197523,0.0224,13.016,-2.3810084,2.938,20.06,-1.3177541,3.422,32.6,-35.387108,37.72,73.2,0.132080078125,0.8397334963083267
185,-0.78155106,0.3013,6.543,0.22610363,0.2966,8.516,-0.11203072,0.779,8.92,-0.3111233,0.2207,9.32,-1.056202,1.688,11.52,-1.0995672,1.871,13.19,-3.1067681,5.31,20.12,-1.6238406,6.555,32.12,-18.131748,38.0,59.97,-0.9618227,0.6133,6.547,-0.8328429,0.6787,8.05,0.26211095,0.1681,8.75,0.7162111,-0.931,10.03,1.9316553,-0.34,11.45,1.2610986,-0.4097,13.055,-0.85135853,2.38,19.69,1.091569,2.621,32.28,-27.020102,32.88,66.3,0.63916015625,0.9014915749430655
186,-0.42916366,-0.2397,6.543,0.92422736,-1.613,8.32,0.86598265,-1.749,8.5,1.1434407,-2.896,9.74,0.22767544,-2.166,11.52,0.6433009,-2.72,13.34,-0.8641792,-1.357,19.58,0.87841433,-2.33,32.8,-10.342208,20.5,49.34,-0.84798557,0.4663,6.492,0.36785626,-0.204,7.977,1.6317989,-0.931,8.734,2.6324966,-2.246,10.266,4.465127,-2.014,12.016,4.1345778,-2.238,13.33,3.6175878,-0.4507,19.45,8.393312,-1.721,32.12,-5.6461787,18.75,57.7,0.0009870529174804688,0.9492984101176261
187,-0.7840615,0.356,6.633,-0.14803737,0.8184,8.22,-0.5833459,1.253,8.65,-0.6220504,0.4187,9.516,-1.6795326,1.8955,11.85,-1.7072314,2.248,13.58,-3.6174679,5.574,20.55,-2.5702896,7.766,34.1,-21.040718,45.28,65.6,-1.0121799,0.6475,6.598,-1.1907312,0.9272,8.0,-0.870325,0.701,8.55,-0.53689116,-0.3196,9.94,-0.75484747,0.9487,11.43,-1.3889867,0.8706,12.97,-4.4608545,3.879,20.0,-4.843028,4.85,32.25,-41.274693,39.72,73.2,0.9765625,0.7105776727199553
188,-0.6639186,0.2864,6.547,0.029499244,0.6616,8.48,0.21019152,0.771,8.88,0.3923119,-0.000736,9.52,-0.052785873,0.4485,11.64,0.014811039,0.8657,13.27,-1.2679005,2.982,19.23,0.3029524,3.758,31.28,-13.63054,31.84,56.66,-1.0686703,0.657,6.547,-0.96183217,0.788,7.973,-0.2801696,0.3875,8.75,0.15565115,-0.6294,9.945,1.327236,-0.3022,11.56,0.74034446,-0.4458,13.016,-1.6564854,2.256,19.48,-0.2701672,2.307,31.97,-30.202404,32.2,67.25,0.79052734375,0.8585163325071334
189,-0.44850224,-0.241,6.516,1.0325998,-1.246,8.234,0.9889619,-1.396,8.55,1.0973489,-2.387,9.56,0.9337259,-1.736,11.99,1.2307372,-2.031,13.67,-0.20906222,-0.105,20.19,1.6641109,-1.16,33.2,-8.870423,20.28,50.06,-0.8301627,0.4604,6.504,0.2598949,-0.04062,7.938,1.6768285,-0.771,8.734,2.364053,-2.004,10.02,3.9105434,-1.679,11.53,3.7300026,-1.922,13.1,3.0911522,-0.11505,19.28,7.6978254,-1.442,31.8,-7.4600687,20.06,57.97,0.0007219314575195312,0.949328789114952
190,-0.8675296,0.3877,6.55,-0.66364884,1.109,8.3,-0.755668,1.483,8.695,-0.7462189,0.9624,9.41,-1.7758402,2.633,11.445,-1.6828359,2.771,13.31,-4.003714,6.0,21.44,-2.7316837,7.91,34.5,-21.015116,42.06,64.9,-1.0829468,0.6567,6.582,-1.4409014,0.9556,8.016,-1.5171472,0.9634,8.59,-1.413925,0.1288,9.984,-2.240467,1.523,11.26,-2.8125877,1.493,13.07,-6.4305296,4.59,20.34,-7.467094,5.49,32.2,-44.29892,39.38,74.0,1.0751953125,0.5632538795471191
191,-0.97382617,0.5767,6.707,-0.669081,1.108,8.49,-0.6594129,1.018,8.76,-0.514876,0.1796,9.66,-1.8033249,1.799,11.44,-1.4283344,1.591,13.07,-3.406127,4.883,19.98,-2.6970499,7.203,33.47,-22.829859,46.4,64.75,-1.0498023,0.745,6.55,-1.1571462,0.8037,7.875,-1.2433197,0.607,8.414,-1.234688,-0.1664,9.72,-2.7714,1.541,11.09,-3.2905009,1.514,12.64,-7.0819473,4.594,20.12,-8.804522,5.875,32.25,-46.21399,40.4,74.0,0.73388671875,0.48433923721313477
192,-0.57517254,-0.01926,6.523,0.9732753,-1.604,8.29,1.0688173,-1.878,8.56,1.3544834,-2.982,9.71,0.29748654,-2.379,11.65,0.8514477,-3.16,13.42,-0.6852024,-2.045,19.45,1.0874846,-3.7,33.06,-9.866236,19.16,50.53,-0.956958,0.5615,6.523,0.09929588,0.0867,7.848,1.5534755,-0.696,8.695,2.5572295,-2.033,10.164,4.0017104,-1.709,11.86,3.7755826,-2.033,13.18,2.9039545,0.001614,19.3,7.4355783,-1.097,31.89,-7.8694715,21.11,59.47,0.0003814697265625,0.9484246000647545
193,-0.4459437,-0.2063,6.51,1.1534708,-1.534,8.5,0.9960362,-1.613,8.7,1.1955822,-2.812,9.836,0.7262877,-2.104,12.07,1.0625157,-2.453,13.65,-0.49731869,-0.476,20.47,1.3807638,-1.68,34.0,-10.489982,22.22,54.8,-0.70932704,0.4087,6.465,0.7642131,-0.46,7.87,2.1516008,-1.227,8.64,2.7420926,-2.494,10.04,4.3484545,-2.148,11.68,4.1240377,-2.47,13.16,3.4293566,-0.684,19.4,8.171452,-2.166,32.1,-6.0944114,19.53,57.66,0.0013523101806640625,0.9496080935001373
194,-0.75672495,0.3423,6.63,0.57951456,0.06128,8.23,0.6191053,0.1571,8.62,0.65666586,-0.8247,9.58,-0.09132397,-0.01308,11.99,0.34651858,-0.3208,13.86,-1.3770151,2.295,20.17,0.40866333,2.463,33.12,-12.962993,29.4,55.78,-1.0197529,0.6943,6.617,-0.5813197,0.5225,7.945,1.0859201,-0.2607,8.695,1.7290633,-1.551,10.14,3.2878742,-1.148,11.586,2.8865504,-1.465,12.97,1.7167542,0.972,19.39,5.468273,0.374,32.4,-15.079797,26.12,62.03,0.04486083984375,0.9468387708067894
195,-0.41459164,-0.2554,6.59,1.0260854,-1.703,8.2,0.8984628,-1.906,8.414,1.1803843,-3.12,9.695,0.23544712,-2.674,11.71,0.6874609,-3.34,13.56,-0.840338,-2.092,19.62,1.0507023,-3.676,32.53,-9.505888,17.34,48.22,-0.8730305,0.5596,6.516,0.10407722,0.1307,7.85,1.4064184,-0.672,8.586,2.3192768,-2.008,10.09,3.7432528,-1.56,11.68,3.6037567,-2.004,12.99,2.892922,0.04382,19.28,7.4239917,-1.277,32.03,-8.085001,20.5,59.84,0.0001456737518310547,0.9489510744810103
196,-0.91881526,0.546,6.66,-0.27108195,1.061,8.38,-0.41452873,1.291,8.82,-0.57390106,0.6265,9.65,-1.8186781,2.635,11.53,-1.913784,2.955,13.51,-4.0676427,6.617,20.75,-3.3931358,9.53,34.06,-24.71607,52.03,68.9,-1.1327262,0.7373,6.63,-1.1200817,0.9214,7.855,-1.037664,0.772,8.5,-1.1103823,-0.013306,9.77,-2.146048,1.592,11.29,-2.9885964,1.697,12.945,-6.6280065,4.76,20.28,-8.038348,5.984,32.4,-47.486668,42.6,77.2,1.345703125,0.5646044731140136
197,-0.8502177,0.4395,6.613,0.31521058,0.2057,8.164,0.4496955,0.1664,8.39,0.59811485,-0.922,9.73,0.58235687,-1.075,12.03,1.0736945,-1.382,13.73,0.14124799,0.2754,20.44,2.1365,-0.3147,34.1,-14.807555,30.3,59.4,-1.0253961,0.6694,6.605,-0.66963196,0.4846,8.086,0.9166967,-0.2764,8.734,1.5579139,-1.53,10.13,3.1933913,-1.278,11.46,2.842955,-1.666,12.99,1.7509181,0.4805,19.23,5.5320435,-0.2251,32.16,-14.628523,25.61,60.9,0.00864410400390625,0.9473371744155883
